Title,Certificate,Rating,Metascore,Scaled Rating,ScaledRating
It's a Wonderful Knife,R,5.2,52.0,52.0,52.0
xXx: Return of Xander Cage,UA,5.2,42.0,52.0,52.0
The Strangers: Prey at Night,A,5.2,48.0,52.0,52.0
Dangerous,R,5.2,27.0,52.0,52.0
We Summon the Darkness,A,5.2,55.0,52.0,52.0
The Snowman,R,5.2,23.0,52.0,52.0
Acts of Violence,R,5.3,28.0,53.0,53.0
Pootie Tang,PG-13,5.3,31.0,53.0,53.0
The Green Inferno,A,5.3,38.0,53.0,53.0
Jade,A,5.3,33.0,53.0,53.0
Hypnotic,13,5.3,32.0,53.0,53.0
Misconduct,R,5.3,24.0,53.0,53.0
Bird Box: Barcelona,A,5.3,47.0,53.0,53.0
The Curse of La Llorona,A,5.3,41.0,53.0,53.0
Prom Night,A,5.3,45.0,53.0,53.0
The Wedding Planner,U,5.3,33.0,53.0,53.0
Mob Land,R,5.3,47.0,53.0,53.0
The Invitation,PG-13,5.3,45.0,53.0,53.0
Dr. Giggles,R,5.3,39.0,53.0,53.0
Honey,U,5.3,37.0,53.0,53.0
Madea's Family Reunion,PG-13,5.3,45.0,53.0,53.0
Spring Breakers,R,5.3,63.0,53.0,53.0
Jupiter Ascending,A,5.3,40.0,53.0,53.0
Tomcats,R,5.3,15.0,53.0,53.0
The Karate Kid Part III,U,5.3,36.0,53.0,53.0
Cult of Chucky,A,5.3,69.0,53.0,53.0
Line of Duty,R,5.3,50.0,53.0,53.0
Geostorm,UA,5.3,21.0,53.0,53.0
USS Indianapolis: Men of Courage,R,5.3,30.0,53.0,53.0
Scary Movie 2,15+,5.3,29.0,53.0,53.0
Unwelcome,R,5.3,64.0,53.0,53.0
Legion,A,5.3,32.0,53.0,53.0
The Smurfs 2,U,5.3,34.0,53.0,53.0
Robin Hood,UA,5.3,32.0,53.0,53.0
Locked Down,R,5.3,42.0,53.0,53.0
The Predator,A,5.3,48.0,53.0,53.0
Bachelorette,R,5.3,53.0,53.0,53.0
Max Payne,A,5.3,31.0,53.0,53.0
Flubber,U,5.3,38.0,53.0,53.0
Retribution,R,5.3,43.0,53.0,53.0
Quasi,R,5.3,51.0,53.0,53.0
Tom and Jerry,U,5.3,32.0,53.0,53.0
3 Ninjas,PG,5.3,36.0,53.0,53.0
Balls of Fury,PG-13,5.3,38.0,53.0,53.0
Passion,R,5.3,54.0,53.0,53.0
The Other Side of the Door,R,5.3,41.0,53.0,53.0
Daredevil,UA,5.3,42.0,53.0,53.0
Scooby-Doo,U,5.3,35.0,53.0,53.0
My Best Friend's Exorcism,A,5.3,58.0,53.0,53.0
Sinister 2,A,5.3,32.0,53.0,53.0
Trespass,R,5.3,37.0,53.0,53.0
You Belong to Me,R,5.3,32.0,53.0,53.0
Loser,PG-13,5.3,35.0,53.0,53.0
Paul Blart: Mall Cop,PG,5.3,39.0,53.0,53.0
Sleepover,U,5.3,33.0,53.0,53.0
Blank Check,PG,5.3,42.0,53.0,53.0
"I Love You, Beth Cooper",UA,5.3,32.0,53.0,53.0
The New Mutants,A,5.3,43.0,53.0,53.0
The Nun,A,5.3,46.0,53.0,53.0
Land of the Lost,UA,5.3,32.0,53.0,53.0
Ghost Rider,UA,5.3,35.0,53.0,53.0
Sleepwalkers,A,5.3,38.0,53.0,53.0
Smokey and the Bandit II,U,5.3,41.0,53.0,53.0
The Enforcer,R,5.3,38.0,53.0,53.0
After,A,5.3,30.0,53.0,53.0
View from the Top,PG-13,5.3,27.0,53.0,53.0
Vacation Friends 2,R,5.3,38.0,53.0,53.0
Coming 2 America,13,5.3,52.0,53.0,53.0
Random Hearts,A,5.3,38.0,53.0,53.0
Point Break,UA,5.3,34.0,53.0,53.0
The Back-up Plan,PG-13,5.3,34.0,53.0,53.0
Annie,U,5.3,33.0,53.0,53.0
The Offering,R,5.3,60.0,53.0,53.0
Little Nicky,UA,5.3,38.0,53.0,53.0
Spy Kids 2: Island of Lost Dreams,U,5.3,66.0,53.0,53.0
Get a Job,R,5.3,31.0,53.0,53.0
Are You Here,R,5.3,37.0,53.0,53.0
Moms' Night Out,PG,5.3,25.0,53.0,53.0
Soul Man,U,5.3,33.0,53.0,53.0
Marlowe,A,5.3,41.0,53.0,53.0
Hellboy,R,5.3,31.0,53.0,53.0
Wolves,R,5.3,37.0,53.0,53.0
Intrusion,13,5.3,39.0,53.0,53.0
Southland Tales,R,5.3,44.0,53.0,53.0
Red Dawn,A,5.3,31.0,53.0,53.0
Resident Evil: Retribution,A,5.3,39.0,53.0,53.0
Twilight,UA,5.3,56.0,53.0,53.0
Swallowed,R,5.3,53.0,53.0,53.0
Spy Hard,UA,5.3,25.0,53.0,53.0
Vamps,PG-13,5.3,57.0,53.0,53.0
Paranormal Activity: Next of Kin,R,5.3,37.0,53.0,53.0
Prey for the Devil,UA 16+,5.3,38.0,53.0,53.0
Sleeping Beauty,A,5.3,61.0,53.0,53.0
The Stepford Wives,PG-13,5.3,42.0,53.0,53.0
Congo,UA,5.3,24.0,53.0,53.0
She Hate Me,R,5.3,30.0,53.0,53.0
Mighty Morphin Power Rangers: The Movie,U,5.3,40.0,53.0,53.0
A Kind of Murder,R,5.3,50.0,53.0,53.0
Tusk,16,5.3,55.0,53.0,53.0
Ready to Rumble,PG-13,5.3,23.0,53.0,53.0
Body Cam,R,5.3,37.0,53.0,53.0
Silent Night,R,5.3,53.0,53.0,53.0
How to Eat Fried Worms,PG,5.3,56.0,53.0,53.0
Old Dogs,PG,5.3,19.0,53.0,53.0
I.S.S.,R,5.3,53.0,53.0,53.0
The Silence,16,5.3,25.0,53.0,53.0
Things Heard & Seen,16,5.3,49.0,53.0,53.0
Nanny,A,5.3,72.0,53.0,53.0
One for the Money,PG-13,5.3,22.0,53.0,53.0
Dunston Checks In,U,5.3,54.0,53.0,53.0
Maid in Manhattan,A,5.4,45.0,54.0,54.0
Annabelle,A,5.4,37.0,54.0,54.0
What Men Want,18,5.4,49.0,54.0,54.0
Battle for the Planet of the Apes,U,5.4,40.0,54.0,54.0
The Smurfs,U,5.4,30.0,54.0,54.0
Wonder Woman 1984,UA,5.4,60.0,54.0,54.0
The Witches,U,5.4,47.0,54.0,54.0
The Counselor,R,5.4,48.0,54.0,54.0
Countdown,18,5.4,31.0,54.0,54.0
Red Riding Hood,PG-13,5.4,29.0,54.0,54.0
3 from Hell,R,5.4,50.0,54.0,54.0
Snake Eyes: G.I. Joe Origins,PG-13,5.4,43.0,54.0,54.0
Police Academy 3: Back in Training,U,5.4,33.0,54.0,54.0
Outside the Wire,18,5.4,45.0,54.0,54.0
The Spy Next Door,U,5.4,27.0,54.0,54.0
My Bloody Valentine,A,5.4,51.0,54.0,54.0
Batman Forever,UA,5.4,54.0,54.0,54.0
Poison Ivy,UA,5.4,51.0,54.0,54.0
All I See Is You,R,5.4,43.0,54.0,54.0
Teeth,R,5.4,57.0,54.0,54.0
Masters of the Universe,U,5.4,35.0,54.0,54.0
Home on the Range,PG,5.4,50.0,54.0,54.0
Rocky V,UA,5.4,55.0,54.0,54.0
French Girl,R,5.4,41.0,54.0,54.0
The Forever Purge,A,5.4,53.0,54.0,54.0
Mars Needs Moms,PG,5.4,49.0,54.0,54.0
Love in the Villa,UA 13+,5.4,50.0,54.0,54.0
The Monster,R,5.4,69.0,54.0,54.0
Big Game,U,5.4,53.0,54.0,54.0
Don Verdean,PG-13,5.4,39.0,54.0,54.0
Coneheads,U,5.4,49.0,54.0,54.0
Can You Keep a Secret?,18,5.4,35.0,54.0,54.0
The Loss of Sexual Innocence,R,5.4,42.0,54.0,54.0
65,UA,5.4,40.0,54.0,54.0
Intruders,R,5.4,45.0,54.0,54.0
Turistas,R,5.4,36.0,54.0,54.0
You Should Have Left,R,5.4,46.0,54.0,54.0
Bliss,16,5.4,40.0,54.0,54.0
Doctor Dolittle,PG-13,5.4,46.0,54.0,54.0
No One Gets Out Alive,16,5.4,43.0,54.0,54.0
Serena,R,5.4,36.0,54.0,54.0
Blithe Spirit,PG-13,5.4,26.0,54.0,54.0
My Stepmother Is an Alien,U,5.4,47.0,54.0,54.0
A Nightmare on Elm Street Part 2: Freddy's Revenge,A,5.4,43.0,54.0,54.0
Aquamarine,PG,5.4,51.0,54.0,54.0
The Education of Fredrick Fitzell,R,5.4,49.0,54.0,54.0
Like Mike,U,5.4,47.0,54.0,54.0
Ri¢hie Ri¢h,U,5.4,49.0,54.0,54.0
Dangerous Lies,13,5.4,51.0,54.0,54.0
Aloha,PG-13,5.4,40.0,54.0,54.0
Crater,PG,5.4,65.0,54.0,54.0
Stone,R,5.4,58.0,54.0,54.0
The Last Legion,PG-13,5.4,37.0,54.0,54.0
Maximum Overdrive,A,5.4,24.0,54.0,54.0
Æon Flux,UA,5.4,36.0,54.0,54.0
The Absence of Eden,R,5.4,55.0,54.0,54.0
Dead for a Dollar,R,5.4,61.0,54.0,54.0
Godzilla,UA,5.4,32.0,54.0,54.0
Tides,R,5.4,52.0,54.0,54.0
Gold,R,5.4,48.0,54.0,54.0
D.E.B.S.,PG-13,5.4,42.0,54.0,54.0
The Man with the Iron Fists,R,5.4,51.0,54.0,54.0
How Do You Know,PG-13,5.4,46.0,54.0,54.0
The Ring Two,A,5.4,44.0,54.0,54.0
Stomp the Yard,PG-13,5.4,44.0,54.0,54.0
Head Over Heels,PG-13,5.4,27.0,54.0,54.0
The Boss,UA,5.4,40.0,54.0,54.0
Man of the House,PG-13,5.4,35.0,54.0,54.0
Grown Ups 2,A,5.4,19.0,54.0,54.0
Aliens in the Attic,U,5.4,42.0,54.0,54.0
Drive Angry,A,5.4,44.0,54.0,54.0
The Mummy,A,5.4,34.0,54.0,54.0
The Circle,UA,5.4,43.0,54.0,54.0
Pathfinder,R,5.4,29.0,54.0,54.0
In the Cut,R,5.4,47.0,54.0,54.0
The Hustle,A,5.4,35.0,54.0,54.0
The Eye,PG-13,5.4,36.0,54.0,54.0
Foe,R,5.4,44.0,54.0,54.0
Serenity,R,5.4,37.0,54.0,54.0
Vampire Academy,A,5.4,31.0,54.0,54.0
Killers,PG-13,5.4,21.0,54.0,54.0
Gods of Egypt,UA,5.4,25.0,54.0,54.0
Absolutely Fabulous: The Movie,R,5.4,59.0,54.0,54.0
Phantoms,UA,5.4,26.0,54.0,54.0
Season of the Witch,A,5.4,28.0,54.0,54.0
The Addams Family 2,U,5.4,37.0,54.0,54.0
Popeye,U,5.4,64.0,54.0,54.0
Just My Luck,U,5.4,29.0,54.0,54.0
Tank Girl,R,5.4,46.0,54.0,54.0
Humane,R,5.4,58.0,54.0,54.0
The Lawnmower Man,U,5.4,42.0,54.0,54.0
The Out-Laws,A,5.4,36.0,54.0,54.0
Winchester,PG-13,5.4,28.0,54.0,54.0
Banshee Chapter,R,5.4,62.0,54.0,54.0
Running with the Devil,R,5.4,42.0,54.0,54.0
Freejack,R,5.4,34.0,54.0,54.0
Evan Almighty,U,5.4,37.0,54.0,54.0
American Star,R,5.4,66.0,54.0,54.0
Barely Lethal,PG-13,5.4,44.0,54.0,54.0
Dicks: The Musical,R,5.4,57.0,54.0,54.0
The Tuxedo,U,5.4,30.0,54.0,54.0
Hop,U,5.4,41.0,54.0,54.0
Mafia Mamma,R,5.4,42.0,54.0,54.0
Below Her Mouth,18,5.5,42.0,55.0,55.0
Green Lantern,UA,5.5,39.0,55.0,55.0
Ernest Goes to Camp,U,5.5,24.0,55.0,55.0
The Bounty Hunter,A,5.5,22.0,55.0,55.0
Jennifer's Body,A,5.5,47.0,55.0,55.0
The Old Way,R,5.5,43.0,55.0,55.0
Gretel & Hansel,UA,5.5,64.0,55.0,55.0
The Final Conflict,A,5.5,34.0,55.0,55.0
Collateral Damage,A,5.5,33.0,55.0,55.0
Stars at Noon,R,5.5,65.0,55.0,55.0
One True Loves,PG-13,5.5,35.0,55.0,55.0
Welcome Home Roscoe Jenkins,PG-13,5.5,46.0,55.0,55.0
George of the Jungle,PG,5.5,53.0,55.0,55.0
Lady in the Water,U,5.5,36.0,55.0,55.0
Unfrosted,PG-13,5.5,42.0,55.0,55.0
Hostel: Part II,A,5.5,46.0,55.0,55.0
House of Wax,18,5.5,41.0,55.0,55.0
You People,A,5.5,50.0,55.0,55.0
Action Jackson,A,5.5,36.0,55.0,55.0
Valiant,G,5.5,45.0,55.0,55.0
Scary Movie 3,UA,5.5,49.0,55.0,55.0
Arcadian,R,5.5,60.0,55.0,55.0
Home Sweet Hell,R,5.5,22.0,55.0,55.0
The Dead Don't Die,18,5.5,53.0,55.0,55.0
The Day the Earth Stood Still,U,5.5,40.0,55.0,55.0
On a Wing and a Prayer,UA 13+,5.5,19.0,55.0,55.0
Beverly Hills Cop III,A,5.5,16.0,55.0,55.0
No Small Affair,A,5.5,51.0,55.0,55.0
Star Trek V: The Final Frontier,U,5.5,43.0,55.0,55.0
Lara Croft: Tomb Raider - The Cradle of Life,UA,5.5,43.0,55.0,55.0
Dreamcatcher,A,5.5,35.0,55.0,55.0
Lift,PG-13,5.5,40.0,55.0,55.0
The Core,UA,5.5,48.0,55.0,55.0
Shotgun Wedding,A,5.5,46.0,55.0,55.0
Whatever It Takes,Not Rated,5.5,20.0,55.0,55.0
Mortdecai,UA,5.5,27.0,55.0,55.0
The Ward,UA,5.5,38.0,55.0,55.0
My Father the Hero,PG,5.5,42.0,55.0,55.0
Just Married,UA,5.5,28.0,55.0,55.0
Blonde,A,5.5,50.0,55.0,55.0
Hotel for Dogs,PG,5.5,51.0,55.0,55.0
House at the End of the Street,PG-13,5.5,31.0,55.0,55.0
Forces of Nature,A,5.5,46.0,55.0,55.0
Snakes on a Plane,A,5.5,58.0,55.0,55.0
Stolen,UA,5.5,43.0,55.0,55.0
Renegades,A,5.5,33.0,55.0,55.0
The House Bunny,PG-13,5.5,55.0,55.0,55.0
Battle Beyond the Stars,U,5.5,59.0,55.0,55.0
Stuart Little 2,U,5.5,66.0,55.0,55.0
The Kill Room,R,5.5,58.0,55.0,55.0
Down Low,R,5.5,48.0,55.0,55.0
The Scorpion King,A,5.5,45.0,55.0,55.0
Hick,R,5.5,28.0,55.0,55.0
The Sword and the Sorcerer,U,5.5,39.0,55.0,55.0
Don't Be Afraid of the Dark,R,5.5,56.0,55.0,55.0
Rumor Has It...,UA,5.5,35.0,55.0,55.0
Virtuosity,UA,5.5,39.0,55.0,55.0
Replicas,PG-13,5.5,19.0,55.0,55.0
Piranha 3D,A,5.5,53.0,55.0,55.0
The Twilight Saga: Breaking Dawn - Part 2,UA,5.5,52.0,55.0,55.0
In the Tall Grass,18+,5.5,46.0,55.0,55.0
Spiderhead,A,5.5,54.0,55.0,55.0
Hellraiser III: Hell on Earth,A,5.5,50.0,55.0,55.0
Couples Retreat,UA,5.5,23.0,55.0,55.0
The Cloverfield Paradox,PG-13,5.5,37.0,55.0,55.0
Hypnotic,R,5.5,53.0,55.0,55.0
High-Rise,R,5.5,65.0,55.0,55.0
Get Rich or Die Tryin',R,5.5,45.0,55.0,55.0
The Benchwarmers,U,5.5,25.0,55.0,55.0
"Alice, Darling",UA 13+,5.5,65.0,55.0,55.0
When in Rome,PG-13,5.5,25.0,55.0,55.0
Shocker,A,5.5,51.0,55.0,55.0
Valley Girl,PG-13,5.5,53.0,55.0,55.0
Eight Legged Freaks,UA,5.5,53.0,55.0,55.0
Big Fat Liar,U,5.5,36.0,55.0,55.0
Little Fockers,A,5.5,27.0,55.0,55.0
Ava,16,5.5,39.0,55.0,55.0
Willy's Wonderland,A,5.5,44.0,55.0,55.0
"Yours, Mine & Ours",U,5.5,38.0,55.0,55.0
Five Nights at Freddy's,PG-13,5.5,33.0,55.0,55.0
The Trust,R,5.5,58.0,55.0,55.0
Picture Perfect,PG-13,5.5,46.0,55.0,55.0
Sweet Girl,16,5.5,46.0,55.0,55.0
White Noise,PG-13,5.5,30.0,55.0,55.0
Pompeii,A,5.5,41.0,55.0,55.0
Hell Fest,A,5.5,26.0,55.0,55.0
The Beach Bum,R,5.5,55.0,55.0,55.0
Dark Harvest,R,5.5,51.0,55.0,55.0
Busanhaeng 2: Bando,A,5.5,51.0,55.0,55.0
The Lizzie McGuire Movie,U,5.5,56.0,55.0,55.0
Inside,R,5.5,53.0,55.0,55.0
Freelance,R,5.5,22.0,55.0,55.0
The Omen,A,5.5,43.0,55.0,55.0
Nightmare Cinema,R,5.5,60.0,55.0,55.0
Problem Child,U,5.5,27.0,55.0,55.0
Resident Evil: The Final Chapter,A,5.5,49.0,55.0,55.0
Insidious: The Red Door,A,5.5,45.0,55.0,55.0
Black Moon Rising,A,5.5,53.0,55.0,55.0
Critters 2,U,5.5,48.0,55.0,55.0
Beastly,PG-13,5.5,40.0,55.0,55.0
Stopmotion,R,5.5,65.0,55.0,55.0
Senior Year,A,5.5,47.0,55.0,55.0
Blackhat,UA,5.5,52.0,55.0,55.0
Iron Eagle,U,5.5,41.0,55.0,55.0
Babylon A.D.,UA,5.5,26.0,55.0,55.0
Saw 3D,(Banned),5.5,24.0,55.0,55.0
The Innkeepers,R,5.5,64.0,55.0,55.0
"Dude, Where's My Car?",A,5.5,30.0,55.0,55.0
Yuk po tuen: Tau ching bo gam,R,5.5,58.0,55.0,55.0
Outlaw Johnny Black,PG-13,5.5,54.0,55.0,55.0
Infinite,All,5.5,28.0,55.0,55.0
Teen Wolf: The Movie,15+,5.5,51.0,55.0,55.0
That's My Boy,U,5.5,31.0,55.0,55.0
Ticks,R,5.5,43.0,55.0,55.0
Deep Water,A,5.5,53.0,55.0,55.0
Under Siege 2: Dark Territory,A,5.5,52.0,55.0,55.0
Cheaper by the Dozen 2,U,5.5,34.0,55.0,55.0
King of Thieves,Not Rated,5.5,48.0,55.0,55.0
Baywatch,A,5.5,37.0,55.0,55.0
Mute,18,5.5,35.0,55.0,55.0
Wine Country,R,5.5,56.0,55.0,55.0
Voyagers,UA,5.5,44.0,55.0,55.0
Friday the 13th,A,5.5,34.0,55.0,55.0
Psycho III,A,5.5,58.0,55.0,55.0
Volcano,UA,5.5,54.0,55.0,55.0
Out of Darkness,R,5.5,68.0,55.0,55.0
The Marvels,PG-13,5.5,50.0,55.0,55.0
The Happytime Murders,A,5.5,27.0,55.0,55.0
Halloween Kills,A,5.5,42.0,55.0,55.0
All the Boys Love Mandy Lane,R,5.5,44.0,55.0,55.0
Ladybugs,PG-13,5.5,36.0,55.0,55.0
Drive-Away Dolls,R,5.5,56.0,55.0,55.0
Seventh Son,16,5.5,30.0,55.0,55.0
Bride Wars,UA,5.5,24.0,55.0,55.0
Deadgirl,R,5.5,36.0,55.0,55.0
The Girlfriend Experience,R,5.5,66.0,55.0,55.0
Chupa,UA 7+,5.5,48.0,55.0,55.0
Your Highness,R,5.5,31.0,55.0,55.0
Marauders,R,5.5,42.0,55.0,55.0
Hoot,PG,5.5,46.0,55.0,55.0
Aporia,R,5.5,60.0,55.0,55.0
The Underdoggs,R,5.6,39.0,56.0,56.0
Village of the Damned,UA,5.6,41.0,56.0,56.0
Machete Kills,R,5.6,41.0,56.0,56.0
Mom and Dad,R,5.6,59.0,56.0,56.0
Urban Legend,A,5.6,35.0,56.0,56.0
The Black Dahlia,R,5.6,49.0,56.0,56.0
40 Days and 40 Nights,A,5.6,53.0,56.0,56.0
A Nightmare on Elm Street 4: The Dream Master,A,5.6,56.0,56.0,56.0
Men in Black: International,U,5.6,38.0,56.0,56.0
New Year's Eve,UA,5.6,22.0,56.0,56.0
The Hole in the Ground,R,5.6,63.0,56.0,56.0
Wild Card,R,5.6,40.0,56.0,56.0
The Land That Time Forgot,U,5.6,50.0,56.0,56.0
Scoob!,7,5.6,43.0,56.0,56.0
The Bling Ring,R,5.6,66.0,56.0,56.0
4: Rise of the Silver Surfer,U,5.6,45.0,56.0,56.0
Jurassic World Dominion,UA,5.6,38.0,56.0,56.0
Bride of Chucky,A,5.6,48.0,56.0,56.0
MacGruber,R,5.6,43.0,56.0,56.0
Double Impact,R,5.6,40.0,56.0,56.0
Employee of the Month,PG-13,5.6,36.0,56.0,56.0
Survivor,UA,5.6,28.0,56.0,56.0
Aquaman and the Lost Kingdom,PG-13,5.6,42.0,56.0,56.0
The Ice Road,All,5.6,42.0,56.0,56.0
Touch,R,5.6,56.0,56.0,56.0
Boomerang,A,5.6,45.0,56.0,56.0
Ghost Ship,A,5.6,28.0,56.0,56.0
I Feel Pretty,UA,5.6,48.0,56.0,56.0
Hold the Dark,16,5.6,63.0,56.0,56.0
Josie and the Pussycats,PG-13,5.6,47.0,56.0,56.0
Spy Kids,U,5.6,71.0,56.0,56.0
Wish,PG,5.6,47.0,56.0,56.0
The Secret Garden,PG,5.6,59.0,56.0,56.0
Barnyard,PG,5.6,42.0,56.0,56.0
The 355,UA,5.6,40.0,56.0,56.0
Rebel Moon - Part One: A Child of Fire,PG-13,5.6,31.0,56.0,56.0
Alexander,UA,5.6,40.0,56.0,56.0
Jay and Silent Bob Reboot,R,5.6,46.0,56.0,56.0
Johnny Mnemonic,UA,5.6,36.0,56.0,56.0
Mirror Mirror,U,5.6,46.0,56.0,56.0
National Security,PG-13,5.6,31.0,56.0,56.0
No Retreat No Surrender,UA,5.6,30.0,56.0,56.0
Assassin's Creed,UA,5.6,36.0,56.0,56.0
Careful What You Wish For,R,5.6,32.0,56.0,56.0
Knights of Badassdom,R,5.6,56.0,56.0,56.0
The Nun II,18,5.6,47.0,56.0,56.0
Fist Fight,R,5.6,37.0,56.0,56.0
Once Bitten,UA,5.6,64.0,56.0,56.0
Cabin Fever,A,5.6,56.0,56.0,56.0
The Night Clerk,R,5.6,44.0,56.0,56.0
Life of the Party,Not Rated,5.6,46.0,56.0,56.0
Bad Company,PG-13,5.6,37.0,56.0,56.0
Knight of Cups,R,5.6,53.0,56.0,56.0
Pixels,PG-13,5.6,27.0,56.0,56.0
Chain Reaction,UA,5.6,43.0,56.0,56.0
Beverly Hills Ninja,UA,5.6,27.0,56.0,56.0
Because I Said So,U,5.6,26.0,56.0,56.0
Dolittle,U,5.6,26.0,56.0,56.0
The Babysitters,R,5.6,35.0,56.0,56.0
The Nutcracker and the Four Realms,U,5.6,39.0,56.0,56.0
Dumb and Dumber To,UA,5.6,36.0,56.0,56.0
Day of the Woman,A,5.6,19.0,56.0,56.0
After the Dark,R,5.6,37.0,56.0,56.0
The Pink Panther 2,U,5.6,36.0,56.0,56.0
Scream 3,UA,5.6,56.0,56.0,56.0
Good Luck Chuck,A,5.6,19.0,56.0,56.0
The Stepfather,A,5.6,33.0,56.0,56.0
Mother's Day,UA,5.6,18.0,56.0,56.0
The Town That Dreaded Sundown,A,5.6,47.0,56.0,56.0
Thir13en Ghosts,A,5.6,30.0,56.0,56.0
They Came Together,R,5.6,60.0,56.0,56.0
Regression,R,5.6,32.0,56.0,56.0
Sleepless,R,5.6,34.0,56.0,56.0
The Texas Chainsaw Massacre 2,A,5.6,42.0,56.0,56.0
Wanderlust,18,5.6,53.0,56.0,56.0
Unfriended,R,5.6,59.0,56.0,56.0
The Intruder,A,5.6,39.0,56.0,56.0
Beauty Shop,UA,5.6,53.0,56.0,56.0
Book Club: The Next Chapter,PG-13,5.6,46.0,56.0,56.0
Ghosts of War,R,5.6,38.0,56.0,56.0
Kanojo,18,5.6,64.0,56.0,56.0
Night School,UA,5.6,43.0,56.0,56.0
The Big Wedding,R,5.6,28.0,56.0,56.0
Monster-in-Law,PG-13,5.6,31.0,56.0,56.0
The Box,PG-13,5.6,47.0,56.0,56.0
The Hot Chick,U,5.6,29.0,56.0,56.0
Pacific Rim Uprising,UA,5.6,44.0,56.0,56.0
Charlie's Angels,UA,5.6,52.0,56.0,56.0
Transformers: Age of Extinction,UA,5.6,32.0,56.0,56.0
Jolt,A,5.6,48.0,56.0,56.0
Chopping Mall,Not Rated,5.6,22.0,56.0,56.0
Daddy Day Care,U,5.6,39.0,56.0,56.0
Raw Deal,A,5.6,44.0,56.0,56.0
Beast,UA,5.6,54.0,56.0,56.0
The Bonfire of the Vanities,UA,5.6,27.0,56.0,56.0
Gaia,18,5.6,64.0,56.0,56.0
The Pod Generation,PG-13,5.6,60.0,56.0,56.0
Billionaire Boys Club,R,5.6,30.0,56.0,56.0
The House,R,5.6,30.0,56.0,56.0
Wrong Turn,A,5.6,46.0,56.0,56.0
47 Meters Down,UA,5.6,52.0,56.0,56.0
Brick Mansions,UA,5.6,40.0,56.0,56.0
Timeline,PG-13,5.6,29.0,56.0,56.0
Failure to Launch,U,5.6,47.0,56.0,56.0
Curse of Chucky,A,5.6,58.0,56.0,56.0
Chocolate Lizards,PG-13,5.6,51.0,56.0,56.0
The Lifeguard,R,5.6,34.0,56.0,56.0
The Kitchen,A,5.6,35.0,56.0,56.0
Runaway Bride,PG,5.6,39.0,56.0,56.0
Bringing Down the House,A,5.6,39.0,56.0,56.0
When You Finish Saving the World,R,5.6,61.0,56.0,56.0
Brahmastra Part One: Shiva,UA,5.6,57.0,56.0,56.0
The Pacifier,U,5.6,30.0,56.0,56.0
Dark Water,PG-13,5.6,52.0,56.0,56.0
R.I.P.D.,A,5.6,25.0,56.0,56.0
Triple Threat,R,5.6,60.0,56.0,56.0
The Hitcher,R,5.6,28.0,56.0,56.0
Ma,18,5.6,53.0,56.0,56.0
The Book of Clarence,PG-13,5.6,57.0,56.0,56.0
The Sitter,R,5.6,39.0,56.0,56.0
Hatchet,R,5.6,57.0,56.0,56.0
Butcher's Crossing,R,5.6,55.0,56.0,56.0
Elles,NC-17,5.6,50.0,56.0,56.0
The Dark Tower,UA,5.6,34.0,56.0,56.0
Magic Mike XXL,A,5.6,61.0,56.0,56.0
Exit Wounds,R,5.6,39.0,56.0,56.0
House on Haunted Hill,A,5.6,28.0,56.0,56.0
Kicking & Screaming,PG,5.6,45.0,56.0,56.0
Dickie Roberts: Former Child Star,PG-13,5.6,36.0,56.0,56.0
A Bad Moms Christmas,R,5.6,42.0,56.0,56.0
The Mother,12+,5.6,45.0,56.0,56.0
Song to Song,R,5.6,55.0,56.0,56.0
Laal Singh Chaddha,UA,5.6,46.0,56.0,56.0
Women in Trouble,R,5.6,43.0,56.0,56.0
You Don't Mess with the Zohan,PG-13,5.6,54.0,56.0,56.0
Arthur Newman,R,5.6,42.0,56.0,56.0
RV,PG,5.6,33.0,56.0,56.0
Disenchanted,UA 7+,5.6,50.0,56.0,56.0
Be Cool,PG-13,5.6,37.0,56.0,56.0
Friday the 13th Part III,A,5.6,30.0,56.0,56.0
Hulk,UA,5.6,54.0,56.0,56.0
Svart krabba,16,5.7,54.0,57.0,57.0
Sister Act 2: Back in the Habit,U,5.7,38.0,57.0,57.0
Pan,U,5.7,36.0,57.0,57.0
Poseidon,UA,5.7,50.0,57.0,57.0
White Noise,UA 16+,5.7,66.0,57.0,57.0
Coyote Ugly,UA,5.7,27.0,57.0,57.0
Rubber,R,5.7,59.0,57.0,57.0
"Ruby Gillman, Teenage Kraken",U,5.7,50.0,57.0,57.0
Escape from L.A.,A,5.7,54.0,57.0,57.0
Freddy vs. Jason,A,5.7,37.0,57.0,57.0
Monster Trucks,Not Rated,5.7,41.0,57.0,57.0
Airport 1975,U,5.7,50.0,57.0,57.0
An American Pickle,UA 13+,5.7,58.0,57.0,57.0
The Three Musketeers,UA,5.7,35.0,57.0,57.0
Journey 2: The Mysterious Island,U,5.7,41.0,57.0,57.0
Wrath of the Titans,UA,5.7,37.0,57.0,57.0
G.I. Joe: The Rise of Cobra,UA,5.7,32.0,57.0,57.0
Paws of Fury: The Legend of Hank,UA,5.7,45.0,57.0,57.0
The Purge,18,5.7,41.0,57.0,57.0
Bad Teacher,A,5.7,47.0,57.0,57.0
Little Italy,R,5.7,28.0,57.0,57.0
Race to Witch Mountain,U,5.7,52.0,57.0,57.0
Samaritan,UA 16+,5.7,45.0,57.0,57.0
Fantastic Four,UA,5.7,40.0,57.0,57.0
